timestamp,price
2025-04-17 16:32:51.059169,84429.06
2025-04-17 16:32:56.353693,84443.51
2025-04-17 16:33:01.679995,84443.51
2025-04-17 16:33:06.963401,84446.57
2025-04-17 16:33:12.266987,84448.53
2025-04-17 16:33:17.559107,84454.37
2025-04-17 16:33:22.863772,84454.0
2025-04-17 16:33:28.167300,84454.0
2025-04-17 16:33:33.468031,84454.01
2025-04-17 16:33:38.776031,84454.01
