timestamp,price,lag_1,lag_2,lag_3,lag_4,lag_5
2025-04-17 16:33:17.559107,84454.37,84448.53,84446.57,84443.51,84443.51,84429.06
2025-04-17 16:33:22.863772,84454.0,84454.37,84448.53,84446.57,84443.51,84443.51
2025-04-17 16:33:28.167300,84454.0,84454.0,84454.37,84448.53,84446.57,84443.51
2025-04-17 16:33:33.468031,84454.01,84454.0,84454.0,84454.37,84448.53,84446.57
2025-04-17 16:33:38.776031,84454.01,84454.01,84454.0,84454.0,84454.37,84448.53
